Instance,LB,ILB,TLB,UP,IUP,TUP,ITER,TIME,OPTG,OPTS
input/Spd_RF2_200_312_3987.txt, 4.75742, 19, 0, 40, 42973, 4, 94824, 10, 0, 0
input/Spd_RF2_200_312_3995.txt, 3.43888, 17, 0, 38, 6, 0, 94904, 10, 0, 0
input/Spd_RF2_200_312_4003.txt, 3.97937, 21, 0, 38, 9, 0, 95033, 10, 0, 0
input/Spd_RF2_20_27_211.txt, 0.27647, 4, 0, 2, 17, 0, 1370881, 10, 0, 0
input/Spd_RF2_20_27_219.txt, 0.50000, 1, 0, 3, 2, 0, 1336463, 10, 0, 0
input/Spd_RF2_20_27_227.txt, 0.57652, 41, 0, 2, 17, 0, 1397143, 10, 0, 0
input/Spd_RF2_20_27_235.txt, 0.76474, 10, 0, 3, 8, 0, 1424219, 10, 0, 0
input/Spd_RF2_20_27_243.txt, 0.99830, 24, 0, 4, 1, 0, 1256391, 10, 0, 0
input/Spd_RF2_20_34_251.txt, 0.30347, 840, 0, 2, 49, 0, 1124999, 10, 0, 0
input/Spd_RF2_20_34_259.txt, 0.11886, 332578, 3, 1, 1341, 0, 1019190, 10, 0, 0
input/Spd_RF2_20_34_267.txt, 0.30543, 149, 0, 2, 19, 0, 1249514, 10, 0, 0
input/Spd_RF2_20_34_275.txt, 0.00878, 29, 0, 2, 12, 0, 1149411, 10, 0, 0
input/Spd_RF2_20_34_283.txt, -0.01840, 34973, 0, 2, 849, 0, 972118, 10, 0, 0
input/Spd_RF2_20_42_291.txt, 0.00536, 643101, 7, 1, 1907, 0, 839004, 10, 0, 0
input/Spd_RF2_20_42_299.txt, -0.02039, 92, 0, 0, 92, 0, 92, 0, 1, 0
input/Spd_RF2_20_42_307.txt, -0.00397, 180001, 2, 1, 10294, 0, 798298, 10, 0, 0
input/Spd_RF2_20_42_315.txt, -0.00869, 314855, 3, 1, 232, 0, 799376, 10, 0, 0
input/Spd_RF2_20_42_323.txt, -0.01314, 664015, 8, 1, 269, 0, 797768, 10, 0, 0
input/Spd_RF2_20_49_331.txt, -0.02059, 21525, 0, 1, 10187, 0, 717455, 10, 0, 0
input/Spd_RF2_20_49_339.txt, -0.01685, 605087, 8, 1, 12448, 0, 722475, 10, 0, 0
input/Spd_RF2_20_49_347.txt, -0.02503, 680386, 9, 1, 70768, 1, 706052, 10, 0, 0
input/Spd_RF2_20_49_355.txt, -0.02647, 409274, 5, 1, 13244, 0, 708550, 10, 0, 0
input/Spd_RF2_20_49_363.txt, -0.02408, 477005, 6, 1, 12180, 0, 702256, 10, 0, 0
input/Spd_RF2_20_57_371.txt, -0.03049, 357907, 5, 1, 18, 0, 626927, 10, 0, 0
input/Spd_RF2_20_57_379.txt, -0.04928, 346129, 5, 2, 5, 0, 622401, 10, 0, 0
input/Spd_RF2_20_57_387.txt, -0.02740, 391573, 6, 1, 1305, 0, 636355, 10, 0, 0
input/Spd_RF2_20_57_395.txt, -0.06779, 163857, 2, 2, 694, 0, 628881, 10, 0, 0
input/Spd_RF2_20_57_403.txt, -0.03160, 324716, 5, 1, 37, 0, 629806, 10, 0, 0
input/Spd_RF2_250_273_4011.txt, 31.86667, 1, 0, 71, 7682, 0, 111192, 10, 0, 0
input/Spd_RF2_250_273_4019.txt, 31.81667, 1, 0, 69, 343, 0, 108105, 10, 0, 0
input/Spd_RF2_250_273_4027.txt, 31.26667, 1, 0, 68, 12602, 1, 107448, 10, 0, 0
input/Spd_RF2_250_273_4035.txt, 31.01429, 1, 0, 70, 31884, 2, 109174, 10, 0, 0
input/Spd_RF2_250_273_4043.txt, 31.48333, 1, 0, 68, 88627, 8, 110537, 10, 0, 0
input/Spd_RF2_250_297_4051.txt, 22.47143, 1, 0, 61, 54510, 5, 100650, 10, 0, 0
input/Spd_RF2_250_297_4059.txt, 23.33333, 1, 0, 62, 34008, 3, 100612, 10, 0, 0
input/Spd_RF2_250_297_4067.txt, 22.59524, 1, 0, 58, 4602, 0, 100552, 10, 0, 0
input/Spd_RF2_250_297_4075.txt, 23.36429, 1, 0, 64, 9, 0, 100647, 10, 0, 0
input/Spd_RF2_250_297_4083.txt, 22.83333, 1, 0, 58, 82165, 8, 100239, 10, 0, 0
input/Spd_RF2_250_321_4091.txt, 17.89524, 1, 0, 60, 8, 0, 91175, 10, 0, 0
input/Spd_RF2_250_321_4099.txt, 17.36429, 1, 0, 59, 4860, 0, 90326, 10, 0, 0
input/Spd_RF2_250_321_4107.txt, 16.00000, 1, 0, 58, 3, 0, 93366, 10, 0, 0
input/Spd_RF2_250_321_4115.txt, 16.79881, 1, 0, 57, 35893, 3, 91998, 10, 0, 0
input/Spd_RF2_250_321_4123.txt, 18.46429, 1, 0, 56, 26744, 2, 92100, 10, 0, 0
input/Spd_RF2_250_345_4131.txt, 9.82326, 3, 0, 54, 1, 0, 86391, 10, 0, 0
input/Spd_RF2_250_345_4139.txt, 12.19466, 3, 0, 53, 16329, 1, 84827, 10, 0, 0
input/Spd_RF2_250_345_4147.txt, 10.71190, 1, 0, 52, 69906, 8, 86565, 10, 0, 0
input/Spd_RF2_250_345_4155.txt, 9.80952, 1, 0, 52, 42252, 4, 87176, 10, 0, 0
input/Spd_RF2_250_345_4163.txt, 11.56429, 3, 0, 53, 2, 0, 85645, 10, 0, 0
input/Spd_RF2_250_369_4171.txt, 7.12717, 16, 0, 54, 8, 0, 78501, 10, 0, 0
input/Spd_RF2_250_369_4179.txt, 5.31667, 1, 0, 48, 59578, 7, 81197, 10, 0, 0
input/Spd_RF2_250_369_4187.txt, 6.26640, 10, 0, 46, 2078, 0, 79163, 10, 0, 0
input/Spd_RF2_250_369_4195.txt, 6.03229, 19, 0, 48, 26635, 3, 79157, 10, 0, 0
input/Spd_RF2_250_369_4203.txt, 6.31910, 14, 0, 50, 8, 0, 79000, 10, 0, 0
input/Spd_RF2_300_326_4211.txt, 39.06667, 1, 0, 86, 135, 0, 90770, 10, 0, 0
input/Spd_RF2_300_326_4219.txt, 38.93333, 1, 0, 81, 480, 0, 89746, 10, 0, 0
input/Spd_RF2_300_326_4227.txt, 38.46667, 1, 0, 84, 301, 0, 89945, 10, 0, 0
input/Spd_RF2_300_326_4235.txt, 38.29762, 1, 0, 85, 772, 0, 90366, 10, 0, 0
input/Spd_RF2_300_326_4243.txt, 39.60000, 1, 0, 85, 8668, 0, 90298, 10, 0, 0
input/Spd_RF2_300_353_4251.txt, 29.91429, 1, 0, 77, 12, 0, 83568, 10, 0, 0
input/Spd_RF2_300_353_4259.txt, 29.67143, 1, 0, 74, 18, 0, 82338, 10, 0, 0
input/Spd_RF2_300_353_4267.txt, 30.58333, 1, 0, 79, 35, 0, 82984, 10, 0, 0
input/Spd_RF2_300_353_4275.txt, 29.96905, 1, 0, 77, 12, 0, 82719, 10, 0, 0
input/Spd_RF2_300_353_4283.txt, 29.63810, 1, 0, 77, 29138, 3, 83701, 10, 0, 0
input/Spd_RF2_300_380_4291.txt, 23.75476, 1, 0, 74, 9, 0, 76034, 10, 0, 0
input/Spd_RF2_300_380_4299.txt, 21.86905, 1, 0, 70, 32692, 4, 76029, 10, 0, 0
input/Spd_RF2_300_380_4307.txt, 20.33929, 1, 0, 72, 7535, 0, 75131, 10, 0, 0
input/Spd_RF2_300_380_4315.txt, 19.66905, 1, 0, 67, 20, 0, 77493, 10, 0, 0
input/Spd_RF2_300_380_4323.txt, 22.36905, 1, 0, 72, 59599, 7, 76195, 10, 0, 0
input/Spd_RF2_300_407_4331.txt, 15.65000, 1, 0, 67, 4, 0, 71457, 10, 0, 0
input/Spd_RF2_300_407_4339.txt, 15.89560, 3, 0, 66, 4, 0, 71586, 10, 0, 0
input/Spd_RF2_300_407_4347.txt, 16.05476, 1, 0, 63, 42568, 5, 71239, 10, 0, 0
input/Spd_RF2_300_407_4355.txt, 14.28444, 3, 0, 66, 18, 0, 62730, 10, 0, 0
input/Spd_RF2_300_407_4363.txt, 15.88571, 1, 0, 66, 24, 0, 69840, 10, 0, 0
input/Spd_RF2_300_434_4371.txt, 11.11387, 16, 0, 62, 2146, 0, 65672, 10, 0, 0
input/Spd_RF2_300_434_4379.txt, 9.30739, 5, 0, 62, 34826, 5, 66614, 10, 0, 0
input/Spd_RF2_300_434_4387.txt, 9.01684, 14, 0, 62, 28819, 4, 65945, 10, 0, 0
input/Spd_RF2_300_434_4395.txt, 9.28874, 15, 0, 62, 10156, 1, 67499, 10, 0, 0
input/Spd_RF2_300_434_4403.txt, 12.62540, 23, 0, 63, 20386, 3, 66142, 10, 0, 0
input/Spd_RF2_350_378_4411.txt, 46.40000, 1, 0, 98, 16814, 2, 76917, 10, 0, 0
input/Spd_RF2_350_378_4419.txt, 45.28333, 1, 0, 97, 4579, 0, 77167, 10, 0, 0
input/Spd_RF2_350_378_4427.txt, 45.96667, 1, 0, 100, 701, 0, 76243, 10, 0, 0
input/Spd_RF2_350_378_4435.txt, 45.60000, 1, 0, 96, 610, 0, 76543, 10, 0, 0
input/Spd_RF2_350_378_4443.txt, 45.55000, 1, 0, 98, 157, 0, 64642, 10, 0, 0
input/Spd_RF2_350_406_4451.txt, 36.85238, 1, 0, 90, 2427, 5, 4581, 10, 0, 0
input/Spd_RF2_350_406_4459.txt, 36.48095, 1, 0, 90, 6750, 0, 71621, 10, 0, 0
input/Spd_RF2_350_406_4467.txt, 36.81667, 1, 0, 91, 9, 0, 71155, 10, 0, 0
input/Spd_RF2_350_406_4475.txt, 34.95833, 1, 0, 87, 7, 0, 71416, 10, 0, 0
input/Spd_RF2_350_406_4483.txt, 35.64762, 1, 0, 92, 6, 0, 71380, 10, 0, 0
input/Spd_RF2_350_435_4491.txt, 27.16429, 1, 0, 81, 26243, 3, 66530, 10, 0, 0
input/Spd_RF2_350_435_4499.txt, 27.10238, 1, 0, 80, 7353, 1, 66319, 10, 0, 0
input/Spd_RF2_350_435_4507.txt, 26.70476, 1, 0, 79, 8, 0, 67842, 10, 0, 0
input/Spd_RF2_350_435_4515.txt, 27.51190, 1, 0, 82, 42053, 6, 66970, 10, 0, 0
input/Spd_RF2_350_435_4523.txt, 27.43571, 1, 0, 82, 13248, 2, 65784, 10, 0, 0
input/Spd_RF2_350_463_4531.txt, 21.30476, 1, 0, 80, 1308, 0, 61493, 10, 0, 0
input/Spd_RF2_350_463_4539.txt, 20.40476, 1, 0, 74, 13169, 2, 63764, 10, 0, 0
input/Spd_RF2_350_463_4547.txt, 19.66905, 1, 0, 75, 29180, 4, 63008, 10, 0, 0
input/Spd_RF2_350_463_4555.txt, 18.62143, 1, 0, 78, 6, 0, 63287, 10, 0, 0
input/Spd_RF2_350_463_4563.txt, 21.16667, 1, 0, 77, 11082, 1, 62433, 10, 0, 0
input/Spd_RF2_350_492_4571.txt, 14.23073, 5, 0, 70, 17781, 3, 58297, 10, 0, 0
input/Spd_RF2_350_492_4579.txt, 15.29330, 3, 0, 75, 5268, 0, 58417, 10, 0, 0
input/Spd_RF2_350_492_4587.txt, 12.40000, 1, 0, 73, 42026, 7, 58399, 10, 0, 0
input/Spd_RF2_350_492_4595.txt, 13.67766, 3, 0, 71, 1348, 0, 58831, 10, 0, 0
input/Spd_RF2_350_492_4603.txt, 14.91623, 3, 0, 78, 1, 0, 57751, 10, 0, 0
