Instance,LB,ILB,TLB,UP,IUP,TUP,ITER,TIME,OPTG,OPTS
input/Spd_RF2_20_34_267.txt, 0.30543, 149, 0, 2, 19, 0, 1264327, 10, 0, 0
input/Spd_RF2_20_34_275.txt, 0.00878, 29, 0, 2, 12, 0, 1123271, 10, 0, 0
input/Spd_RF2_20_34_283.txt, 0.99731, 272848, 2, 2, 1640, 0, 978753, 10, 0, 0
input/Spd_RF2_20_42_291.txt, 0.00537, 341215, 4, 1, 1907, 0, 766004, 10, 0, 0
input/Spd_RF2_20_42_299.txt, -0.02039, 92, 0, 0, 92, 0, 92, 0, 1, 0
input/Spd_RF2_20_42_307.txt, -0.00255, 218244, 2, 1, 9306, 0, 804253, 10, 0, 0
input/Spd_RF2_20_42_315.txt, -0.00839, 16222, 0, 1, 232, 0, 802854, 10, 0, 0
input/Spd_RF2_20_42_323.txt, -0.01314, 664015, 8, 1, 269, 0, 783384, 10, 0, 0
input/Spd_RF2_20_49_331.txt, -0.02059, 21525, 0, 1, 10187, 0, 715287, 10, 0, 0
input/Spd_RF2_20_49_339.txt, -0.01685, 605087, 8, 1, 12448, 0, 722014, 10, 0, 0
input/Spd_RF2_20_49_347.txt, -0.02503, 680386, 9, 1, 70768, 1, 706248, 10, 0, 0
input/Spd_RF2_20_49_355.txt, -0.02647, 409274, 5, 1, 13244, 0, 709540, 10, 0, 0
input/Spd_RF2_20_49_363.txt, -0.02408, 477005, 6, 1, 12180, 0, 704151, 10, 0, 0
input/Spd_RF2_20_57_371.txt, -0.03049, 357907, 5, 1, 18, 0, 627295, 10, 0, 0
input/Spd_RF2_20_57_379.txt, -0.04928, 346129, 5, 2, 5, 0, 619688, 10, 0, 0
input/Spd_RF2_20_57_387.txt, -0.02672, 638490, 9, 1, 6019, 0, 638505, 10, 0, 0
input/Spd_RF2_20_57_395.txt, -0.06779, 163857, 2, 2, 694, 0, 575961, 10, 0, 0
input/Spd_RF2_20_57_403.txt, -0.03160, 324716, 5, 1, 37, 0, 631577, 10, 0, 0
input/Spd_RF2_250_273_4011.txt, 62.89766, 2586, 3, 68, 1873, 2, 7262, 10, 0, 0
input/Spd_RF2_250_273_4019.txt, 60.49452, 84, 0, 66, 198, 0, 113114, 10, 0, 0
input/Spd_RF2_250_273_4027.txt, 61.86297, 108726, 9, 67, 432, 0, 111960, 10, 0, 0
input/Spd_RF2_250_273_4035.txt, 61.27137, 76, 0, 69, 82, 0, 111014, 10, 0, 0
